Name:;Data 6/10/2024 15_08_28
Owner:;Hella
Comments:; 
Acquisition Date:;6/3/2024 10:26:00 AM
Scan List:;Scan List A
Instrument:;34980A;Address:;USB0::2391::1287::MY56482360::0::INSTR;Modules:;2;Slot9:;Computed;Slot1:;34925A
Total Channels:;13
Channel;Name;Function;Range;Resolution;AdvSettings;Scale;Gain;Offset;Label;Limit Type;Limit Setting;
1001;temp ref;Temp 4-Wire RTD;None;C;Temp 4-Wire RTD#1#0.016#Auto#0.001#C#0.00385 (DIN)#100#True;False;1;0;C; ;
1002;TEMP AMB;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1004;G In Sol;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1005;G IN P;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1006;G C H;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1007;D Coil P;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1008;D IN P;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1009;D Coil S;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1013;G Box;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1014;D Box;Temp (Type K);None;C;Temp (Type K)#0.2#0.016#Auto#0.001#C#External#0#true#10 M;False;1;0;C; ;
1017;V 1;DC Voltage;Auto;5.5;DC Voltage#10M#1#0.016#Auto#0.001;False;1;0;VDC; ;
1040;SHUNT4;DC Voltage;Auto;5.5;DC Voltage#10M#1#0.016#Auto#0.001;False;1;0;VDC; ;
9004;TOK4_1ohm;Ch1040 / 1;;;;False;1;0;ADC; ;

Limit Type;Integer Symbol
None;0
Below;1
Above;2
Out of Limits;3
In Limits;4
Stabilize;5
Bitwise equal;6
Bitwise not equal;7
Numeric equal;8
Numeric not equal;9
Totalizer;11
Destabilize;12

Scan  Control:;Start Action:;Immediately;Stop Action:;User Terminated
Scan Order:1001 1002 1004 1005 1006 1007 1008 1009 1013 1014 1017 1040 
Scan;Time;1001 <temp ref> (C);Limit 1001;1002 <TEMP AMB> (C);Limit 1002;1004 <G In Sol> (C);Limit 1004;1005 <G IN P> (C);Limit 1005;1006 <G C H> (C);Limit 1006;1007 <D Coil P> (C);Limit 1007;1008 <D IN P> (C);Limit 1008;1009 <D Coil S> (C);Limit 1009;1013 <G Box> (C);Limit 1013;1014 <D Box> (C);Limit 1014;1017 <V 1> (VDC);Limit 1017;1040 <SHUNT4> (VDC);Limit 1040;9004 <TOK4_1ohm> (ADC);Limit 9004
1760;10.6.2024 15:37:51:907;26.162;0;88.941;0;114.976;0;119.835;0;131.541;0;128.167;0;118.58;0;121.783;0;97.135;0;93.343;0;12.971736;0;0.82205285;0;0.82205285;0
1761;10.6.2024 15:37:52:907;26.164;0;88.943;0;114.959;0;119.819;0;131.579;0;128.114;0;118.618;0;121.767;0;97.173;0;93.345;0;12.971736;0;0.82276254;0;0.82276254;0
1762;10.6.2024 15:37:53:907;26.164;0;88.889;0;114.959;0;119.819;0;131.598;0;128.151;0;118.563;0;121.803;0;97.065;0;93.399;0;12.971485;0;0.82197177;0;0.82197177;0
1763;10.6.2024 15:37:54:907;26.164;0;88.889;0;115.05;0;119.819;0;131.616;0;128.132;0;118.545;0;121.803;0;97.173;0;93.417;0;12.971568;0;0.8255971;0;0.8255971;0
1764;10.6.2024 15:37:55:907;26.164;0;88.907;0;114.959;0;119.783;0;131.653;0;128.114;0;118.563;0;121.858;0;97.101;0;93.435;0;12.971652;0;0.8253363;0;0.8253363;0
1765;10.6.2024 15:37:56:907;26.164;0;88.889;0;114.996;0;119.856;0;131.671;0;128.096;0;118.527;0;121.767;0;97.137;0;93.381;0;12.971317;0;0.8217745;0;0.8217745;0
1766;10.6.2024 15:37:57:907;26.166;0;88.945;0;115.07;0;119.785;0;131.673;0;128.134;0;118.62;0;121.842;0;97.139;0;93.365;0;12.971317;0;0.82058834;0;0.82058834;0
1767;10.6.2024 15:37:58:907;26.164;0;88.961;0;115.087;0;119.692;0;131.671;0;128.077;0;118.509;0;121.821;0;97.155;0;93.274;0;12.971317;0;0.82366281;0;0.82366281;0
1768;10.6.2024 15:37:59:907;26.169;0;88.894;0;115.092;0;119.824;0;131.731;0;128.119;0;118.55;0;121.863;0;97.16;0;93.386;0;12.971234;0;0.82088175;0;0.82088175;0
1769;10.6.2024 15:38:00:907;26.166;0;88.891;0;115.089;0;119.785;0;131.783;0;128.171;0;118.511;0;121.823;0;97.139;0;93.383;0;12.971819;0;0.82329167;0;0.82329167;0
1770;10.6.2024 15:38:01:908;26.166;0;88.945;0;114.925;0;119.748;0;131.838;0;128.208;0;118.474;0;121.605;0;97.157;0;93.437;0;12.971736;0;0.82413426;0;0.82413426;0
1771;10.6.2024 15:38:02:907;26.166;0;88.873;0;115.052;0;119.748;0;131.636;0;128.134;0;118.492;0;121.878;0;97.157;0;93.635;0;12.971485;0;0.82235211;0;0.82235211;0
1772;10.6.2024 15:38:03:907;26.166;0;88.945;0;115.107;0;119.785;0;131.655;0;128.189;0;118.529;0;121.86;0;97.085;0;93.509;0;12.971568;0;0.8221005;0;0.8221005;0
1773;10.6.2024 15:38:04:907;26.164;0;88.907;0;115.069;0;119.837;0;131.689;0;128.132;0;118.582;0;121.931;0;97.119;0;93.417;0;12.971317;0;0.82398965;0;0.82398965;0
1774;10.6.2024 15:38:05:907;26.166;0;88.891;0;115.016;0;119.821;0;131.655;0;128.171;0;118.547;0;121.914;0;97.121;0;93.455;0;12.971652;0;0.82442432;0;0.82442432;0
1775;10.6.2024 15:38:06:907;26.164;0;88.943;0;115.032;0;119.856;0;131.653;0;128.169;0;118.563;0;121.894;0;97.101;0;93.399;0;12.971652;0;0.82089679;0;0.82089679;0
1776;10.6.2024 15:38:07:907;26.169;0;88.912;0;115.11;0;119.897;0;131.694;0;128.137;0;118.459;0;121.881;0;97.052;0;93.386;0;12.971568;0;0.82240811;0;0.82240811;0
1777;10.6.2024 15:38:08:907;26.164;0;88.997;0;115.069;0;119.819;0;131.634;0;128.151;0;118.509;0;121.894;0;97.083;0;93.309;0;12.971485;0;0.82313034;0;0.82313034;0
1778;10.6.2024 15:38:09:907;26.169;0;88.948;0;115.073;0;119.861;0;131.639;0;128.119;0;118.423;0;121.881;0;97.124;0;93.44;0;12.971317;0;0.82172852;0;0.82172852;0
1779;10.6.2024 15:38:10:907;26.16;0;88.939;0;114.992;0;119.815;0;131.649;0;128.11;0;118.396;0;121.872;0;97.043;0;93.611;0;12.971819;0;0.82335018;0;0.82335018;0
1780;10.6.2024 15:38:11:907;26.162;0;88.941;0;115.067;0;119.89;0;131.651;0;128.13;0;118.416;0;121.929;0;97.063;0;93.523;0;12.971819;0;0.82494342;0;0.82494342;0
1781;10.6.2024 15:38:12:907;26.164;0;88.961;0;115.05;0;119.892;0;131.579;0;128.169;0;118.418;0;121.931;0;96.975;0;93.489;0;12.971568;0;0.82078394;0;0.82078394;0
1782;10.6.2024 15:38:13:907;26.169;0;88.894;0;115.019;0;119.915;0;131.529;0;128.284;0;118.404;0;121.972;0;97.016;0;93.494;0;12.971568;0;0.82367368;0;0.82367368;0
1783;10.6.2024 15:38:14:907;26.166;0;88.981;0;115.016;0;119.949;0;131.581;0;128.244;0;118.383;0;121.987;0;97.031;0;93.437;0;12.971652;0;0.82275334;0;0.82275334;0
1784;10.6.2024 15:38:15:907;26.166;0;89.052;0;114.943;0;119.967;0;131.545;0;128.244;0;118.42;0;121.969;0;97.049;0;93.437;0;12.971401;0;0.82142927;0;0.82142927;0
1785;10.6.2024 15:38:16:907;26.166;0;89.07;0;114.961;0;120.003;0;131.526;0;128.244;0;118.365;0;121.987;0;97.031;0;93.383;0;12.971485;0;0.82095113;0;0.82095113;0
1786;10.6.2024 15:38:17:907;26.166;0;89.07;0;114.979;0;119.985;0;131.526;0;128.299;0;118.347;0;121.914;0;97.031;0;93.383;0;12.971401;0;0.82201942;0;0.82201942;0
1787;10.6.2024 15:38:18:907;26.166;0;89.052;0;114.907;0;120.003;0;131.508;0;128.336;0;118.365;0;121.933;0;97.103;0;93.347;0;12.971401;0;0.82156635;0;0.82156635;0
1788;10.6.2024 15:38:19:907;26.166;0;89.106;0;114.943;0;120.058;0;131.49;0;128.281;0;118.383;0;121.933;0;97.067;0;93.401;0;12.971485;0;0.81985943;0;0.81985943;0
1789;10.6.2024 15:38:20:907;26.169;0;89.091;0;114.91;0;120.043;0;131.493;0;128.302;0;118.441;0;121.917;0;97.142;0;93.566;0;12.971568;0;0.82115676;0;0.82115676;0
1790;10.6.2024 15:38:21:907;26.166;0;89.07;0;114.888;0;120.04;0;131.508;0;128.263;0;118.492;0;121.933;0;97.121;0;93.491;0;12.971652;0;0.82826365;0;0.82826365;0
1791;10.6.2024 15:38:22:907;26.169;0;89.091;0;114.91;0;120.043;0;131.548;0;128.284;0;118.386;0;121.936;0;97.07;0;93.458;0;12.971903;0;0.82331842;0;0.82331842;0
1792;10.6.2024 15:38:23:907;26.164;0;89.086;0;114.886;0;120.038;0;131.506;0;128.242;0;118.436;0;121.894;0;97.155;0;93.363;0;12.971652;0;0.82102719;0;0.82102719;0
1793;10.6.2024 15:38:24:909;26.162;0;89.174;0;114.757;0;119.835;0;131.431;0;128.497;0;118.489;0;121.82;0;96.973;0;93.451;0;12.971485;0;0.82324653;0;0.82324653;0
1794;10.6.2024 15:38:25:907;26.162;0;89.156;0;114.848;0;119.981;0;131.504;0;128.314;0;118.47;0;121.947;0;97.171;0;93.451;0;12.970983;0;0.82191493;0;0.82191493;0
1795;10.6.2024 15:38:26:907;26.16;0;89.172;0;114.937;0;119.979;0;131.612;0;128.293;0;118.468;0;121.945;0;97.169;0;93.485;0;12.971401;0;0.82326325;0;0.82326325;0
1796;10.6.2024 15:38:27:907;26.162;0;89.138;0;114.903;0;119.945;0;131.504;0;128.314;0;118.525;0;121.892;0;97.243;0;93.487;0;12.971401;0;0.82273997;0;0.82273997;0
1797;10.6.2024 15:38:28:907;26.162;0;89.12;0;114.976;0;119.963;0;131.632;0;128.277;0;118.525;0;121.929;0;97.225;0;93.397;0;12.971401;0;0.82172852;0;0.82172852;0
1798;10.6.2024 15:38:29:907;26.164;0;89.122;0;114.959;0;119.947;0;131.579;0;128.242;0;118.527;0;121.894;0;97.209;0;93.453;0;12.971568;0;0.82063097;0;0.82063097;0
1799;10.6.2024 15:38:30:907;26.164;0;89.104;0;114.959;0;120.038;0;131.616;0;128.242;0;118.527;0;121.894;0;97.281;0;93.345;0;12.971485;0;0.82077559;0;0.82077559;0
1800;10.6.2024 15:38:31:907;26.166;0;89.142;0;115.034;0;120.021;0;131.618;0;128.263;0;118.565;0;121.951;0;97.247;0;93.491;0;12.971652;0;0.82179874;0;0.82179874;0
1801;10.6.2024 15:38:32:907;26.162;0;89.156;0;114.994;0;119.945;0;131.651;0;128.222;0;118.58;0;121.856;0;97.297;0;93.379;0;12.971903;0;0.82077642;0;0.82077642;0
1802;10.6.2024 15:38:33:907;26.164;0;89.212;0;114.941;0;119.965;0;131.671;0;128.224;0;118.545;0;121.894;0;97.281;0;93.292;0;12.971485;0;0.82184388;0;0.82184388;0
1803;10.6.2024 15:38:34:907;26.164;0;89.158;0;115.014;0;119.947;0;131.726;0;128.279;0;118.636;0;121.858;0;97.299;0;93.471;0;12.971485;0;0.82442349;0;0.82442349;0
1804;10.6.2024 15:38:35:907;26.162;0;89.192;0;114.994;0;119.908;0;131.669;0;128.185;0;118.58;0;121.838;0;97.351;0;93.343;0;12.971485;0;0.82149196;0;0.82149196;0
1805;10.6.2024 15:38:36:907;26.164;0;89.122;0;115.087;0;119.874;0;131.744;0;128.187;0;118.654;0;121.858;0;97.317;0;93.345;0;12.971652;0;0.82262378;0;0.82262378;0
1806;10.6.2024 15:38:37:977;26.166;0;89.196;0;115.034;0;119.949;0;131.508;0;128.354;0;118.547;0;122.024;0;97.013;0;93.473;0;12.971568;0;0.82189069;0;0.82189069;0
1807;10.6.2024 15:38:38:907;26.164;0;89.122;0;115.069;0;119.892;0;131.689;0;128.096;0;118.691;0;121.803;0;97.317;0;93.471;0;12.971234;0;0.82337108;0;0.82337108;0
1808;10.6.2024 15:38:39:907;26.16;0;89.154;0;115.101;0;119.906;0;131.722;0;128.128;0;118.632;0;121.781;0;97.295;0;93.431;0;12.971652;0;0.82422789;0;0.82422789;0
1809;10.6.2024 15:38:40:907;26.164;0;89.194;0;115.141;0;119.856;0;131.818;0;128.151;0;118.691;0;121.858;0;97.263;0;93.471;0;12.971652;0;0.82299659;0;0.82299659;0
1810;10.6.2024 15:38:41:907;26.164;0;89.14;0;115.123;0;119.819;0;131.818;0;128.132;0;118.636;0;121.876;0;97.281;0;93.507;0;12.971401;0;0.82329083;0;0.82329083;0
1811;10.6.2024 15:38:42:907;26.164;0;89.122;0;115.141;0;119.801;0;131.671;0;128.169;0;118.636;0;121.912;0;97.353;0;93.615;0;12.971568;0;0.82166081;0;0.82166081;0
1812;10.6.2024 15:38:43:907;26.16;0;89.065;0;115.21;0;119.833;0;131.759;0;128.202;0;118.65;0;121.89;0;97.205;0;93.503;0;12.972071;0;0.80871507;0;0.80871507;0
1813;10.6.2024 15:38:44:907;26.164;0;89.069;0;115.196;0;119.874;0;131.781;0;128.187;0;118.654;0;121.876;0;97.317;0;93.633;0;12.971819;0;0.80826619;0;0.80826619;0
1814;10.6.2024 15:38:45:907;26.162;0;89.103;0;115.267;0;119.835;0;131.779;0;128.204;0;118.671;0;121.892;0;97.333;0;93.739;0;12.971736;0;0.81110995;0;0.81110995;0
1815;10.6.2024 15:38:46:907;26.166;0;89.106;0;115.307;0;119.839;0;131.728;0;128.208;0;118.656;0;121.933;0;97.337;0;93.653;0;12.972071;0;0.80983602;0;0.80983602;0
1816;10.6.2024 15:38:47:907;26.164;0;89.086;0;115.123;0;119.91;0;131.708;0;128.187;0;118.563;0;121.858;0;97.281;0;93.687;0;12.972238;0;0.80940135;0;0.80940135;0
1817;10.6.2024 15:38:48:907;26.164;0;89.122;0;115.196;0;119.856;0;131.708;0;128.169;0;118.654;0;121.912;0;97.299;0;93.705;0;12.972071;0;0.80829461;0;0.80829461;0
1818;10.6.2024 15:38:49:907;26.164;0;89.122;0;115.214;0;119.874;0;131.763;0;128.096;0;118.582;0;121.931;0;97.263;0;93.579;0;12.972405;0;0.79767187;0;0.79767187;0
1819;10.6.2024 15:38:50:907;26.166;0;89.124;0;115.125;0;119.821;0;131.673;0;128.079;0;118.583;0;121.86;0;97.301;0;93.545;0;12.972238;0;0.80032923;0;0.80032923;0
1820;10.6.2024 15:38:51:907;26.16;0;89.119;0;115.156;0;119.87;0;131.612;0;128.037;0;118.632;0;121.872;0;97.295;0;93.683;0;12.971987;0;0.80055158;0;0.80055158;0
1821;10.6.2024 15:38:52:907;26.162;0;89.156;0;115.176;0;119.908;0;131.577;0;128.02;0;118.634;0;121.838;0;97.207;0;93.775;0;12.972405;0;0.79864571;0;0.79864571;0
1822;10.6.2024 15:38:53:907;26.162;0;89.103;0;115.121;0;119.835;0;131.486;0;128.075;0;118.561;0;121.874;0;97.225;0;93.954;0;12.972322;0;0.8002891;0;0.8002891;0
1823;10.6.2024 15:38:54:907;26.162;0;89.067;0;115.121;0;119.872;0;131.486;0;128.057;0;118.525;0;121.929;0;97.171;0;93.936;0;12.971987;0;0.79905196;0;0.79905196;0
1824;10.6.2024 15:38:55:907;26.162;0;89.067;0;115.158;0;119.89;0;131.504;0;128.094;0;118.58;0;121.892;0;97.207;0;93.883;0;12.972071;0;0.79922081;0;0.79922081;0
1825;10.6.2024 15:38:56:907;26.166;0;89.16;0;115.034;0;119.912;0;131.435;0;128.116;0;118.583;0;121.914;0;97.229;0;93.994;0;12.972489;0;0.80016205;0;0.80016205;0
1826;10.6.2024 15:38:57:907;26.164;0;89.122;0;115.069;0;119.983;0;131.451;0;128.132;0;118.509;0;121.894;0;97.227;0;93.956;0;12.972405;0;0.79913388;0;0.79913388;0
1827;10.6.2024 15:38:58:907;26.162;0;89.138;0;115.012;0;119.981;0;131.321;0;128.057;0;118.434;0;122.002;0;97.243;0;94.008;0;12.972824;0;0.80087257;0;0.80087257;0
1828;10.6.2024 15:38:59:907;26.164;0;89.194;0;115.014;0;120.001;0;131.304;0;128.132;0;118.454;0;121.894;0;97.263;0;93.867;0;12.972322;0;0.80000907;0;0.80000907;0
1829;10.6.2024 15:39:00:907;26.164;0;89.248;0;114.959;0;119.928;0;131.286;0;128.077;0;118.527;0;121.912;0;97.317;0;93.885;0;12.972489;0;0.80305429;0;0.80305429;0
1830;10.6.2024 15:39:01:907;26.16;0;89.298;0;114.937;0;120.034;0;131.209;0;128.092;0;118.45;0;121.818;0;97.295;0;93.845;0;12.972071;0;0.78806476;0;0.78806476;0
1831;10.6.2024 15:39:02:907;26.164;0;89.266;0;114.996;0;120.038;0;131.341;0;127.949;0;118.545;0;121.84;0;97.281;0;93.849;0;12.972238;0;0.78856965;0;0.78856965;0
1832;10.6.2024 15:39:03:907;26.164;0;89.356;0;114.996;0;120.019;0;131.304;0;127.931;0;118.545;0;121.767;0;97.245;0;93.759;0;12.972322;0;0.78648155;0;0.78648155;0
1833;10.6.2024 15:39:04:907;26.164;0;89.266;0;114.941;0;120.056;0;131.323;0;127.876;0;118.582;0;121.73;0;97.317;0;93.813;0;12.972405;0;0.78360518;0;0.78360518;0
1834;10.6.2024 15:39:05:907;26.162;0;89.336;0;114.976;0;119.945;0;131.247;0;127.855;0;118.58;0;121.71;0;97.279;0;93.721;0;12.972824;0;0.78606108;0;0.78606108;0
1835;10.6.2024 15:39:06:908;26.166;0;89.34;0;114.779;0;119.93;0;131.416;0;127.914;0;118.42;0;121.55;0;97.283;0;93.886;0;12.972656;0;0.78716616;0;0.78716616;0
1836;10.6.2024 15:39:07:907;26.164;0;89.284;0;115.014;0;119.965;0;131.268;0;127.729;0;118.563;0;121.603;0;97.407;0;93.813;0;12.972573;0;0.78550353;0;0.78550353;0
1837;10.6.2024 15:39:08:907;26.164;0;89.284;0;115.032;0;119.91;0;131.268;0;127.692;0;118.618;0;121.603;0;97.353;0;93.741;0;12.972573;0;0.78761671;0;0.78761671;0
1838;10.6.2024 15:39:09:907;26.166;0;89.322;0;114.998;0;119.858;0;131.325;0;127.621;0;118.602;0;121.569;0;97.427;0;93.797;0;12.972154;0;0.78776634;0;0.78776634;0
1839;10.6.2024 15:39:10:907;26.164;0;89.356;0;115.032;0;119.874;0;131.359;0;127.564;0;118.709;0;121.585;0;97.479;0;93.813;0;12.972573;0;0.77874939;0;0.77874939;0
1840;10.6.2024 15:39:11:907;26.169;0;89.361;0;115.092;0;119.842;0;131.291;0;127.495;0;118.696;0;121.572;0;97.483;0;93.692;0;12.972907;0;0.77698729;0;0.77698729;0
1841;10.6.2024 15:39:12:907;26.164;0;89.284;0;115.05;0;119.801;0;131.249;0;127.472;0;118.691;0;121.457;0;97.497;0;93.705;0;12.972322;0;0.77716033;0;0.77716033;0
1842;10.6.2024 15:39:13:907;26.164;0;89.266;0;115.069;0;119.783;0;131.249;0;127.435;0;118.709;0;121.439;0;97.443;0;93.705;0;12.972907;0;0.77632943;0;0.77632943;0
1843;10.6.2024 15:39:14:907;26.16;0;89.298;0;115.174;0;119.706;0;131.282;0;127.376;0;118.65;0;121.453;0;97.439;0;93.809;0;12.972573;0;0.77835233;0;0.77835233;0
1844;10.6.2024 15:39:15:907;26.164;0;89.266;0;115.178;0;119.692;0;131.213;0;127.38;0;118.6;0;121.476;0;97.407;0;93.795;0;12.972405;0;0.77631857;0;0.77631857;0
1845;10.6.2024 15:39:16:907;26.166;0;89.232;0;115.216;0;119.694;0;131.215;0;127.419;0;118.638;0;121.423;0;97.516;0;93.707;0;12.97274;0;0.77702157;0;0.77702157;0
1846;10.6.2024 15:39:17:907;26.162;0;89.264;0;115.176;0;119.69;0;131.192;0;127.323;0;118.616;0;121.419;0;97.423;0;93.739;0;12.972405;0;0.77741528;0;0.77741528;0
1847;10.6.2024 15:39:18:907;26.164;0;89.248;0;115.141;0;119.71;0;131.158;0;127.325;0;118.527;0;121.421;0;97.461;0;93.723;0;12.972405;0;0.77909295;0;0.77909295;0
1848;10.6.2024 15:39:19:907;26.164;0;89.248;0;115.141;0;119.692;0;131.158;0;127.27;0;118.6;0;121.421;0;97.371;0;93.651;0;12.972489;0;0.77856298;0;0.77856298;0
1849;10.6.2024 15:39:20:908;26.164;0;89.248;0;114.977;0;119.655;0;131.286;0;127.417;0;118.491;0;121.203;0;97.443;0;93.813;0;12.972405;0;0.777432;0;0.777432;0
1850;10.6.2024 15:39:21:907;26.164;0;89.248;0;115.069;0;119.728;0;131.103;0;127.344;0;118.582;0;121.421;0;97.443;0;93.795;0;12.972656;0;0.77679085;0;0.77679085;0
1851;10.6.2024 15:39:22:907;26.162;0;89.264;0;115.158;0;119.763;0;131.137;0;127.305;0;118.561;0;121.401;0;97.351;0;93.793;0;12.97274;0;0.77682847;0;0.77682847;0
1852;10.6.2024 15:39:23:907;26.169;0;89.235;0;115.092;0;119.77;0;131.034;0;127.312;0;118.605;0;121.426;0;97.376;0;93.925;0;12.972489;0;0.77672482;0;0.77672482;0
1853;10.6.2024 15:39:24:907;26.166;0;89.286;0;115.107;0;119.712;0;131.013;0;127.272;0;118.547;0;121.405;0;97.355;0;93.815;0;12.972573;0;0.77924592;0;0.77924592;0
1854;10.6.2024 15:39:25:907;26.164;0;89.248;0;115.05;0;119.71;0;130.974;0;127.252;0;118.491;0;121.385;0;97.389;0;93.92;0;12.972405;0;0.77655847;0;0.77655847;0
1855;10.6.2024 15:39:26:907;26.162;0;89.282;0;115.103;0;119.708;0;131.064;0;127.232;0;118.507;0;121.364;0;97.369;0;93.936;0;12.972489;0;0.77803719;0;0.77803719;0
1856;10.6.2024 15:39:27:907;26.166;0;89.268;0;115.07;0;119.694;0;131.031;0;127.217;0;118.547;0;121.387;0;97.337;0;93.904;0;12.972489;0;0.77948081;0;0.77948081;0
1857;10.6.2024 15:39:28:907;26.162;0;89.3;0;115.03;0;119.653;0;130.954;0;127.195;0;118.525;0;121.383;0;97.441;0;93.847;0;12.972238;0;0.77749636;0;0.77749636;0
1858;10.6.2024 15:39:29:907;26.164;0;89.248;0;115.087;0;119.674;0;131.011;0;127.234;0;118.472;0;121.33;0;97.371;0;93.723;0;12.972573;0;0.77974495;0;0.77974495;0
1859;10.6.2024 15:39:30:907;26.162;0;89.228;0;115.067;0;119.672;0;131.064;0;127.158;0;118.452;0;121.328;0;97.405;0;93.739;0;12.972405;0;0.78021975;0;0.78021975;0
1860;10.6.2024 15:39:31:907;26.164;0;89.302;0;115.069;0;119.728;0;130.993;0;127.16;0;118.491;0;121.294;0;97.353;0;93.615;0;12.972656;0;0.77540405;0;0.77540405;0
1861;10.6.2024 15:39:32:907;26.162;0;89.318;0;115.085;0;119.672;0;130.991;0;127.103;0;118.434;0;121.346;0;97.387;0;93.649;0;12.972489;0;0.77741444;0;0.77741444;0
1862;10.6.2024 15:39:33:907;26.166;0;89.268;0;115.07;0;119.676;0;130.995;0;127.162;0;118.438;0;121.296;0;97.355;0;93.617;0;12.972489;0;0.78152628;0;0.78152628;0
1863;10.6.2024 15:39:34:907;26.164;0;89.302;0;115.014;0;119.692;0;130.974;0;127.105;0;118.454;0;121.348;0;97.335;0;93.669;0;12.972573;0;0.77806561;0;0.77806561;0
1864;10.6.2024 15:39:35:907;26.162;0;89.264;0;114.994;0;119.708;0;130.991;0;127.14;0;118.434;0;121.328;0;97.333;0;93.703;0;12.97274;0;0.77751809;0;0.77751809;0
1865;10.6.2024 15:39:36:907;26.164;0;89.302;0;115.069;0;119.692;0;130.974;0;127.142;0;118.454;0;121.312;0;97.281;0;93.633;0;12.972154;0;0.77772289;0;0.77772289;0
1866;10.6.2024 15:39:37:907;26.166;0;89.304;0;115.016;0;119.676;0;130.94;0;127.126;0;118.438;0;121.368;0;97.319;0;93.869;0;12.972489;0;0.78107488;0;0.78107488;0
1867;10.6.2024 15:39:38:907;26.162;0;89.264;0;114.976;0;119.69;0;130.936;0;127.122;0;118.416;0;121.364;0;97.333;0;93.811;0;12.972322;0;0.78142513;0;0.78142513;0
1868;10.6.2024 15:39:39:907;26.164;0;89.338;0;115.014;0;119.71;0;130.883;0;127.197;0;118.363;0;121.275;0;97.299;0;93.723;0;12.972405;0;0.77718707;0;0.77718707;0
1869;10.6.2024 15:39:40:907;26.162;0;89.354;0;115.048;0;119.653;0;130.881;0;127.122;0;118.361;0;121.346;0;97.351;0;93.739;0;12.972656;0;0.7786332;0;0.7786332;0
1870;10.6.2024 15:39:41:907;26.162;0;89.354;0;114.994;0;119.635;0;130.844;0;127.158;0;118.361;0;121.346;0;97.297;0;93.972;0;12.972656;0;0.77815255;0;0.77815255;0
1871;10.6.2024 15:39:42:907;26.169;0;89.361;0;115.019;0;119.697;0;130.888;0;127.147;0;118.386;0;121.335;0;97.25;0;93.943;0;12.972405;0;0.77835317;0;0.77835317;0
1872;10.6.2024 15:39:43:907;26.166;0;89.34;0;114.961;0;119.639;0;130.775;0;127.126;0;118.365;0;121.368;0;97.301;0;93.958;0;12.972656;0;0.77733419;0;0.77733419;0
1873;10.6.2024 15:39:44:907;26.164;0;89.392;0;115.032;0;119.692;0;130.864;0;127.215;0;118.272;0;121.312;0;97.281;0;93.831;0;12.972489;0;0.77575848;0;0.77575848;0
1874;10.6.2024 15:39:45:907;26.166;0;89.394;0;114.961;0;119.712;0;130.811;0;127.162;0;118.365;0;121.405;0;97.301;0;93.815;0;12.97274;0;0.77826623;0;0.77826623;0
1875;10.6.2024 15:39:46:907;26.164;0;89.41;0;114.941;0;119.71;0;130.791;0;127.142;0;118.363;0;121.403;0;97.353;0;93.867;0;12.972405;0;0.77949251;0;0.77949251;0
1876;10.6.2024 15:39:47:907;26.162;0;89.426;0;114.939;0;119.726;0;130.826;0;127.195;0;118.288;0;121.383;0;97.279;0;93.811;0;12.972573;0;0.77902775;0;0.77902775;0
1877;10.6.2024 15:39:48:907;26.166;0;89.412;0;114.852;0;119.73;0;130.738;0;127.254;0;118.329;0;121.35;0;97.337;0;93.851;0;12.972991;0;0.77804472;0;0.77804472;0
1878;10.6.2024 15:39:49:907;26.162;0;89.408;0;114.83;0;119.781;0;130.752;0;127.213;0;118.325;0;121.383;0;97.315;0;93.847;0;12.97274;0;0.77929022;0;0.77929022;0
1879;10.6.2024 15:39:50:907;26.169;0;89.415;0;114.873;0;119.751;0;130.741;0;127.202;0;118.35;0;121.28;0;97.43;0;93.8;0;12.97274;0;0.77774128;0;0.77774128;0
1880;10.6.2024 15:39:51:907;26.166;0;89.394;0;114.816;0;119.803;0;130.738;0;127.272;0;118.365;0;121.259;0;97.409;0;93.815;0;12.972322;0;0.77818181;0;0.77818181;0
1881;10.6.2024 15:39:52:907;26.162;0;89.426;0;114.83;0;119.799;0;130.752;0;127.232;0;118.306;0;121.273;0;97.441;0;93.883;0;12.972656;0;0.77767023;0;0.77767023;0
1882;10.6.2024 15:39:53:907;26.164;0;89.464;0;114.795;0;119.728;0;130.699;0;127.215;0;118.418;0;121.33;0;97.389;0;93.705;0;12.972656;0;0.77804722;0;0.77804722;0
